Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity,pre_type,post_type,pre_side,post_side
720575940640715392,720575940637540952,129836,122736,19,1,19,aMe12,KCg-d,left,right
720575940640715392,720575940610370201,129836,9028,16,1,16,aMe12,KCg-d,left,right
720575940640715392,720575940616295069,129836,26779,7,1,7,aMe12,KCg-d,left,left
720575940640715392,720575940620002036,129836,41388,25,1,25,aMe12,KCg-d,left,left
720575940640715392,720575940625488659,129836,71713,3,1,3,aMe12,KCg-d,left,left
720575940640715392,720575940627028773,129836,79827,9,1,9,aMe12,KCg-d,left,right
720575940640715392,720575940636363621,129836,120153,4,1,4,aMe12,KCg-d,left,left
720575940640715392,720575940622001020,129836,52469,41,1,41,aMe12,KCg-d,left,left
720575940640715392,720575940633572250,129836,112879,31,1,31,aMe12,KCg-d,left,left
720575940640715392,720575940632839085,129836,110281,5,1,5,aMe12,KCg-d,left,right
720575940640715392,720575940617036729,129836,29430,18,1,18,aMe12,KCg-d,left,right
720575940640715392,720575940631448531,129836,104029,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940625343546,129836,70984,21,1,21,aMe12,KCg-d,left,right
720575940640715392,720575940618110021,129836,33658,1,1,1,aMe12,KCg-d,left,left
720575940640715392,720575940608312533,129836,5817,17,1,17,aMe12,KCg-d,left,right
720575940640715392,720575940636026089,129836,119414,8,1,8,aMe12,KCg-d,left,right
720575940640715392,720575940625777939,129836,73153,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940629644666,129836,94583,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940625003907,129836,69324,18,1,18,aMe12,KCg-d,left,left
720575940640715392,720575940619511206,129836,39298,7,1,7,aMe12,KCg-d,left,left
720575940640715392,720575940626433448,129836,76465,21,1,21,aMe12,KCg-d,left,left
720575940640715392,720575940633023935,129836,110974,6,1,6,aMe12,KCg-d,left,left
720575940640715392,720575940609555922,129836,7648,9,1,9,aMe12,KCg-d,left,left
720575940640715392,720575940617293268,129836,30306,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940613955039,129836,18921,15,1,15,aMe12,KCg-d,left,left
720575940640715392,720575940637165157,129836,121880,3,1,3,aMe12,KCg-d,left,left
720575940640715392,720575940610709106,129836,9717,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940622884499,129836,57473,1,1,1,aMe12,KCg-d,left,left
720575940640715392,720575940626316974,129836,75881,15,1,15,aMe12,KCg-d,left,left
720575940640715392,720575940621936362,129836,52147,9,1,9,aMe12,KCg-d,left,left
720575940640715392,720575940622204669,129836,53707,7,1,7,aMe12,KCg-d,left,right
720575940640715392,720575940626460420,129836,76587,6,1,6,aMe12,KCg-d,left,left
720575940640715392,720575940620197658,129836,42352,13,1,13,aMe12,KCg-d,left,left
720575940640715392,720575940624879388,129836,68593,1,1,1,aMe12,KCg-d,left,left
720575940640715392,720575940615608123,129836,24381,4,1,4,aMe12,KCg-d,left,right
720575940640715392,720575940631490371,129836,104235,11,1,11,aMe12,KCg-d,left,left
720575940640715392,720575940631492419,129836,104244,34,1,34,aMe12,KCg-d,left,left
720575940640715392,720575940623314765,129836,60023,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940614813526,129836,21692,1,1,1,aMe12,KCg-d,left,right
720575940640715392,720575940619229037,129836,38319,1,1,1,aMe12,KCg-d,left,left
720575940640715392,720575940645209966,129836,134053,6,1,6,aMe12,KCg-d,left,left
720575940640715392,720575940632182692,129836,107301,13,1,13,aMe12,KCg-d,left,right
720575940640715392,720575940619906987,129836,40941,15,1,15,aMe12,KCg-d,left,left
720575940640715392,720575940624465900,129836,66538,2,1,2,aMe12,KCg-d,left,right
720575940640715392,720575940612524030,129836,14368,11,1,11,aMe12,KCg-d,left,right
720575940640836952,720575940626950147,130075,79340,11,1,11,aMe12,KCg-d,right,right
720575940640836952,720575940625786899,130075,73198,1,1,1,aMe12,KCg-d,right,right
720575940640836952,720575940623888461,130075,63127,3,1,3,aMe12,KCg-d,right,right
720575940640836952,720575940626653273,130075,77575,22,1,22,aMe12,KCg-d,right,left
720575940640836952,720575940645269614,130075,134113,1,1,1,aMe12,KCg-d,right,right
720575940640836952,720575940620226729,130075,42495,18,1,18,aMe12,KCg-d,right,right
720575940640836952,720575940605829297,130075,2313,3,1,3,aMe12,KCg-d,right,left
720575940640836952,720575940615448793,130075,23877,11,1,11,aMe12,KCg-d,right,right
720575940640836952,720575940618776833,130075,36541,18,1,18,aMe12,KCg-d,right,right
720575940640836952,720575940628080902,130075,86140,1,1,1,aMe12,KCg-d,right,left
720575940640836952,720575940620896588,130075,46107,1,1,1,aMe12,KCg-d,right,left
720575940640836952,720575940627229007,130075,81179,7,1,7,aMe12,KCg-d,right,left
720575940640836952,720575940632969567,130075,110772,14,1,14,aMe12,KCg-d,right,right
720575940640836952,720575940605550950,130075,1862,18,1,18,aMe12,KCg-d,right,right
720575940640836952,720575940626772357,130075,78234,11,1,11,aMe12,KCg-d,right,right
720575940640836952,720575940623767991,130075,62481,22,1,22,aMe12,KCg-d,right,left
720575940640836952,720575940623231428,130075,59569,13,1,13,aMe12,KCg-d,right,left
720575940640836952,720575940628025799,130075,85806,2,1,2,aMe12,KCg-d,right,left
720575940640836952,720575940613863903,130075,18699,7,1,7,aMe12,KCg-d,right,left
720575940640836952,720575940622621164,130075,55999,28,1,28,aMe12,KCg-d,right,right
720575940640836952,720575940616442369,130075,27318,17,1,17,aMe12,KCg-d,right,left
720575940640836952,720575940626465286,130075,76607,13,1,13,aMe12,KCg-d,right,left
720575940640836952,720575940625721866,130075,72863,14,1,14,aMe12,KCg-d,right,right
720575940640836952,720575940611336726,130075,11059,9,1,9,aMe12,KCg-d,right,left
720575940640836952,720575940626786859,130075,78336,8,1,8,aMe12,KCg-d,right,right
720575940640836952,720575940613773890,130075,18443,5,1,5,aMe12,KCg-d,right,right
720575940640836952,720575940625766984,130075,73091,7,1,7,aMe12,KCg-d,right,right
720575940640836952,720575940624562836,130075,66970,12,1,12,aMe12,KCg-d,right,right
720575940640836952,720575940623207108,130075,59428,2,1,2,aMe12,KCg-d,right,left
720575940640836952,720575940626111175,130075,74936,25,1,25,aMe12,KCg-d,right,right
720575940640836952,720575940615332674,130075,23468,9,1,9,aMe12,KCg-d,right,left
720575940640836952,720575940633572250,130075,112879,2,1,2,aMe12,KCg-d,right,left
720575940640836952,720575940634661806,130075,115728,8,1,8,aMe12,KCg-d,right,right
720575940640836952,720575940631448531,130075,104029,26,1,26,aMe12,KCg-d,right,right
720575940640836952,720575940631577569,130075,104666,4,1,4,aMe12,KCg-d,right,right
720575940640836952,720575940630428667,130075,98579,11,1,11,aMe12,KCg-d,right,left
720575940640836952,720575940626951171,130075,79346,2,1,2,aMe12,KCg-d,right,right
720575940640836952,720575940620227617,130075,42501,19,1,19,aMe12,KCg-d,right,left
720575940640836952,720575940625343546,130075,70984,13,1,13,aMe12,KCg-d,right,right
720575940640836952,720575940623977545,130075,63649,10,1,10,aMe12,KCg-d,right,right
720575940640836952,720575940626586823,130075,77221,2,1,2,aMe12,KCg-d,right,right
720575940640836952,720575940608312533,130075,5817,22,1,22,aMe12,KCg-d,right,right
720575940640836952,720575940625777939,130075,73153,24,1,24,aMe12,KCg-d,right,right
720575940640836952,720575940637584755,130075,122834,14,1,14,aMe12,KCg-d,right,right
720575940640836952,720575940625003907,130075,69324,5,1,5,aMe12,KCg-d,right,left
720575940640836952,720575940626433448,130075,76465,1,1,1,aMe12,KCg-d,right,left
720575940640836952,720575940623859127,130075,62945,16,1,16,aMe12,KCg-d,right,left
720575940640836952,720575940615476667,130075,23980,2,1,2,aMe12,KCg-d,right,right
720575940640836952,720575940617672139,130075,31801,6,1,6,aMe12,KCg-d,right,right
720575940640836952,720575940609555922,130075,7648,2,1,2,aMe12,KCg-d,right,left
720575940640836952,720575940617293268,130075,30306,7,1,7,aMe12,KCg-d,right,right
720575940640836952,720575940620236270,130075,42548,7,1,7,aMe12,KCg-d,right,left
720575940640836952,720575940626394609,130075,76264,30,1,30,aMe12,KCg-d,right,right
